,NAME,B02001_001E,B02001_002E,state,county,tract,white_ratio,quantile_category,tractid
1382,"Census Tract 909.01, Suffolk County, Massachusetts",3853,1410,25,025,090901,0.3659486114715806,1,25025090901
1383,"Census Tract 921.01, Suffolk County, Massachusetts",7141,2328,25,025,092101,0.3260047612379219,1,25025092101
1384,"Census Tract 1006.03, Suffolk County, Massachusetts",2092,1565,25,025,100603,0.7480879541108987,2,25025100603
1385,"Census Tract 1101.03, Suffolk County, Massachusetts",6303,3565,25,025,110103,0.5656036807869269,1,25025110103
1386,"Census Tract 1102.01, Suffolk County, Massachusetts",2512,779,25,025,110201,0.31011146496815284,1,25025110201
1387,"Census Tract 1103.01, Suffolk County, Massachusetts",2691,1287,25,025,110301,0.4782608695652174,1,25025110301
1388,"Census Tract 1104.03, Suffolk County, Massachusetts",4504,2596,25,025,110403,0.5763765541740675,1,25025110403
1389,"Census Tract 1106.07, Suffolk County, Massachusetts",5352,4625,25,025,110607,0.8641629297458894,3,25025110607
1390,"Census Tract 1201.03, Suffolk County, Massachusetts",1700,1401,25,025,120103,0.8241176470588235,2,25025120103
1391,"Census Tract 1201.04, Suffolk County, Massachusetts",2303,1786,25,025,120104,0.7755102040816326,2,25025120104
1392,"Census Tract 3112, Middlesex County, Massachusetts",3244,879,25,017,311200,0.2709617755856967,1,25017311200
1393,"Census Tract 3143.02, Middlesex County, Massachusetts",3133,2965,25,017,314302,0.946377274178104,4,25017314302
1394,"Census Tract 3162.02, Middlesex County, Massachusetts",4487,3564,25,017,316202,0.7942946289280143,2,25017316202
1395,"Census Tract 3164, Middlesex County, Massachusetts",7167,5936,25,017,316400,0.8282405469513046,2,25017316400
1396,"Census Tract 3172.02, Middlesex County, Massachusetts",3459,3211,25,017,317202,0.928302977739231,3,25017317202
1397,"Census Tract 3221, Middlesex County, Massachusetts",4579,4272,25,017,322100,0.9329547936230618,4,25017322100
1398,"Census Tract 3231, Middlesex County, Massachusetts",7061,6518,25,017,323100,0.9230987112307039,3,25017323100
1399,"Census Tract 3334, Middlesex County, Massachusetts",6010,5359,25,017,333400,0.8916805324459235,3,25017333400
1400,"Census Tract 3341, Middlesex County, Massachusetts",7373,6585,25,017,334100,0.8931235589312356,3,25017334100
1401,"Census Tract 3671, Middlesex County, Massachusetts",4268,3682,25,017,367100,0.8626991565135895,3,25017367100
1402,"Census Tract 3343, Middlesex County, Massachusetts",7754,7435,25,017,334300,0.9588599432550942,4,25017334300
1403,"Census Tract 3371.02, Middlesex County, Massachusetts",5245,4914,25,017,337102,0.9368922783603432,4,25017337102
1404,"Census Tract 3587, Middlesex County, Massachusetts",5189,3424,25,017,358700,0.6598573906340335,1,25017358700
1405,"Census Tract 3682, Middlesex County, Massachusetts",4446,3353,25,017,368200,0.7541610436347278,2,25017368200
1406,"Census Tract 3689.01, Middlesex County, Massachusetts",7191,5554,25,017,368901,0.7723543318036434,2,25017368901
1407,"Census Tract 3703, Middlesex County, Massachusetts",5522,4599,25,017,370300,0.8328504165157552,2,25017370300
1408,"Census Tract 3741, Middlesex County, Massachusetts",4934,3204,25,017,374100,0.6493717065261451,1,25017374100
1409,"Census Tract 3824, Middlesex County, Massachusetts",4913,4477,25,017,382400,0.9112558518216975,3,25017382400
1410,"Census Tract 3839.01, Middlesex County, Massachusetts",8025,7039,25,017,383901,0.8771339563862929,3,25017383901
1411,"Census Tract 3839.02, Middlesex County, Massachusetts",5275,4565,25,017,383902,0.8654028436018958,3,25017383902
1412,"Census Tract 3336, Middlesex County, Massachusetts",7912,5225,25,017,333600,0.6603892821031345,1,25017333600
1413,"Census Tract 3362, Middlesex County, Massachusetts",6045,5801,25,017,336200,0.9596360628618693,4,25017336200
1414,"Census Tract 3371.01, Middlesex County, Massachusetts",3041,2727,25,017,337101,0.8967444919434396,3,25017337101
1415,"Census Tract 3392, Middlesex County, Massachusetts",5913,5627,25,017,339200,0.9516319972940978,4,25017339200
1416,"Census Tract 3.01, Suffolk County, Massachusetts",2905,2069,25,025,000301,0.7122203098106713,2,25025000301
1417,"Census Tract 8.02, Suffolk County, Massachusetts",6598,4211,25,025,000802,0.6382237041527735,1,25025000802
1418,"Census Tract 106, Suffolk County, Massachusetts",3127,2310,25,025,010600,0.7387272145826671,2,25025010600
1419,"Census Tract 401, Suffolk County, Massachusetts",2465,2424,25,025,040100,0.983367139959432,4,25025040100
1420,"Census Tract 403, Suffolk County, Massachusetts",4192,3385,25,025,040300,0.8074904580152672,2,25025040300
1421,"Census Tract 504, Suffolk County, Massachusetts",2560,1980,25,025,050400,0.7734375,2,25025050400
1422,"Census Tract 510, Suffolk County, Massachusetts",4659,3247,25,025,051000,0.6969306718179867,1,25025051000
1423,"Census Tract 604, Suffolk County, Massachusetts",5652,5320,25,025,060400,0.9412597310686482,4,25025060400
1424,"Census Tract 607, Suffolk County, Massachusetts",2624,702,25,025,060700,0.26753048780487804,1,25025060700
1425,"Census Tract 815, Suffolk County, Massachusetts",2453,299,25,025,081500,0.12189156135344476,1,25025081500
1426,"Census Tract 906, Suffolk County, Massachusetts",2442,295,25,025,090600,0.1208026208026208,1,25025090600
1427,"Census Tract 915, Suffolk County, Massachusetts",5206,621,25,025,091500,0.11928543987706493,1,25025091500
1428,"Census Tract 1702, Suffolk County, Massachusetts",5322,4144,25,025,170200,0.7786546411123638,2,25025170200
1429,"Census Tract 9121, Berkshire County, Massachusetts",6657,6420,25,003,912100,0.964398377647589,4,25003912100
1430,"Census Tract 9322, Berkshire County, Massachusetts",2351,2231,25,003,932200,0.9489578902594641,4,25003932200
1431,"Census Tract 9351, Berkshire County, Massachusetts",2494,2380,25,003,935100,0.9542902967121091,4,25003935100
1432,"Census Tract 9011, Berkshire County, Massachusetts",3592,3330,25,003,901100,0.9270601336302895,3,25003901100
1433,"Census Tract 9201.01, Berkshire County, Massachusetts",4422,3641,25,003,920101,0.8233830845771144,2,25003920101
1434,"Census Tract 9201.02, Berkshire County, Massachusetts",3201,2582,25,003,920102,0.8066229303342706,2,25003920102
1435,"Census Tract 1201.05, Suffolk County, Massachusetts",2756,2234,25,025,120105,0.8105950653120464,2,25025120105
1436,"Census Tract 1202.01, Suffolk County, Massachusetts",3777,2637,25,025,120201,0.6981731532962668,1,25025120201
1437,"Census Tract 1203.01, Suffolk County, Massachusetts",5263,2597,25,025,120301,0.49344480334410035,1,25025120301
1438,"Census Tract 202, Suffolk County, Massachusetts",3787,3255,25,025,020200,0.8595194085027726,3,25025020200
1439,"Census Tract 303, Suffolk County, Massachusetts",5582,4495,25,025,030300,0.8052669294159799,2,25025030300
1440,"Census Tract 610, Suffolk County, Massachusetts",3294,1977,25,025,061000,0.6001821493624773,1,25025061000
1441,"Census Tract 612, Suffolk County, Massachusetts",4265,3967,25,025,061200,0.9301289566236811,4,25025061200
1442,"Census Tract 901, Suffolk County, Massachusetts",4949,305,25,025,090100,0.061628611840775914,1,25025090100
1443,"Census Tract 902, Suffolk County, Massachusetts",2455,201,25,025,090200,0.08187372708757637,1,25025090200
1444,"Census Tract 907, Suffolk County, Massachusetts",4179,2396,25,025,090700,0.5733429050011964,1,25025090700
1445,"Census Tract 912, Suffolk County, Massachusetts",3022,1246,25,025,091200,0.4123097286565189,1,25025091200
1446,"Census Tract 1003, Suffolk County, Massachusetts",4064,167,25,025,100300,0.04109251968503937,1,25025100300
1447,"Census Tract 1011.01, Suffolk County, Massachusetts",3789,102,25,025,101101,0.026920031670625493,1,25025101101
1448,"Census Tract 1303, Suffolk County, Massachusetts",4691,4041,25,025,130300,0.8614367938605841,3,25025130300
1449,"Census Tract 1401.02, Suffolk County, Massachusetts",5266,2191,25,025,140102,0.4160653247246487,1,25025140102
1450,"Census Tract 1403, Suffolk County, Massachusetts",7361,2144,25,025,140300,0.29126477380790655,1,25025140300
1451,"Census Tract 1804, Suffolk County, Massachusetts",2050,1821,25,025,180400,0.8882926829268293,3,25025180400
1452,"Census Tract 3201.02, Middlesex County, Massachusetts",5601,5068,25,017,320102,0.9048384217104088,3,25017320102
1453,"Census Tract 3214, Middlesex County, Massachusetts",3232,2864,25,017,321400,0.8861386138613861,3,25017321400
1454,"Census Tract 3224, Middlesex County, Massachusetts",4888,4486,25,017,322400,0.9177577741407529,3,25017322400
1455,"Census Tract 3102, Middlesex County, Massachusetts",6871,5252,25,017,310200,0.7643719982535293,2,25017310200
1456,"Census Tract 3117, Middlesex County, Massachusetts",5005,1832,25,017,311700,0.36603396603396604,1,25017311700
1457,"Census Tract 3119, Middlesex County, Massachusetts",2756,1675,25,017,311900,0.6077648766328012,1,25017311900
1458,"Census Tract 3124, Middlesex County, Massachusetts",2457,1454,25,017,312400,0.5917785917785918,1,25017312400
1459,"Census Tract 3125.02, Middlesex County, Massachusetts",4042,3489,25,017,312502,0.8631865413161801,3,25017312502
1460,"Census Tract 3131.02, Middlesex County, Massachusetts",5763,5159,25,017,313102,0.8951934756203366,3,25017313102
1461,"Census Tract 3143.01, Middlesex County, Massachusetts",8489,7132,25,017,314301,0.8401460713865002,2,25017314301
1462,"Census Tract 3171.01, Middlesex County, Massachusetts",6421,5556,25,017,317101,0.8652857810309921,3,25017317101
1463,"Census Tract 3172.01, Middlesex County, Massachusetts",2796,2557,25,017,317201,0.9145207439198856,3,25017317201
1464,"Census Tract 3271.01, Middlesex County, Massachusetts",4056,3805,25,017,327101,0.9381163708086785,4,25017327101
1465,"Census Tract 3333, Middlesex County, Massachusetts",3743,2964,25,017,333300,0.7918781725888325,2,25017333300
1466,"Census Tract 3335.01, Middlesex County, Massachusetts",5554,5009,25,017,333501,0.9018725243068059,3,25017333501
1467,"Census Tract 3372.01, Middlesex County, Massachusetts",3191,2963,25,017,337201,0.9285490441867753,3,25017337201
1468,"Census Tract 3572, Middlesex County, Massachusetts",3383,2764,25,017,357200,0.8170263080106415,2,25017357200
1469,"Census Tract 3561, Middlesex County, Massachusetts",3126,2692,25,017,356100,0.8611644273832374,3,25017356100
1470,"Census Tract 3564, Middlesex County, Massachusetts",7505,6496,25,017,356400,0.8655562958027981,3,25017356400
1471,"Census Tract 3578, Middlesex County, Massachusetts",3973,3378,25,017,357800,0.8502391140196325,3,25017357800
1472,"Census Tract 3382, Middlesex County, Massachusetts",4065,3098,25,017,338200,0.7621156211562116,2,25017338200
1473,"Census Tract 3141.02, Middlesex County, Massachusetts",7374,6456,25,017,314102,0.8755085435313262,3,25017314102
1474,"Census Tract 3152, Middlesex County, Massachusetts",8115,7247,25,017,315200,0.893037584719655,3,25017315200
1475,"Census Tract 3211, Middlesex County, Massachusetts",6718,5157,25,017,321100,0.767639178326883,2,25017321100
1476,"Census Tract 3311.02, Middlesex County, Massachusetts",7330,6460,25,017,331102,0.8813096862210096,3,25017331102
1477,"Census Tract 3321, Middlesex County, Massachusetts",6191,5362,25,017,332100,0.8660959457276692,3,25017332100
